Lab_Number,Date_BP,SD,Site_Number,Site_ID,County
Beta-285960,3960,40,LA165831,132,"Doña Ana, NM"
Beta-285961,2640,40,LA165833,133,"Doña Ana, NM"
Beta-81911,770,50,LA26784,134,"Doña Ana, NM"
Beta-81913,640,50,LA26788,135,"Doña Ana, NM"
Beta-81914,700,50,LA26788,135,"Doña Ana, NM"
Beta-81917,500,50,LA26788,135,"Doña Ana, NM"
Beta-81922,410,50,LA26788,135,"Doña Ana, NM"
Beta-72446,510,50,LA2865,136,"Doña Ana, NM"
Beta-72447,280,50,LA2865,136,"Doña Ana, NM"
Beta-72448,480,50,LA2865,136,"Doña Ana, NM"
Beta-72449,820,50,LA2865,136,"Doña Ana, NM"
Beta-72450,660,50,LA2865,136,"Doña Ana, NM"
Beta-72451,570,50,LA2865,136,"Doña Ana, NM"
Beta-72452,330,50,LA2865,136,"Doña Ana, NM"
Beta-72453,290,50,LA2865,136,"Doña Ana, NM"
Beta-31616,230,50,LA72147,141,"Doña Ana, NM"
Beta-31829,310,50,LA72860,142,"Doña Ana, NM"
Beta-81902,1510,50,LA73942,144,"Doña Ana, NM"
Beta-81903,1140,50,LA73942,144,"Doña Ana, NM"
Beta-81906,1090,50,LA73942,144,"Doña Ana, NM"
Beta-84964,1340,50,LA73942,144,"Doña Ana, NM"
Beta-84965,1320,50,LA73942,144,"Doña Ana, NM"
Beta-80963,2400,50,LA86780,148,"Doña Ana, NM"
Beta-81909,570,50,LA26784,134,"Doña Ana, NM"
Beta-81910,740,50,LA26784,134,"Doña Ana, NM"
Beta-81920,820,50,LA26788,135,"Doña Ana, NM"
Beta-72454,570,50,LA2865,136,"Doña Ana, NM"
Beta-72442,1150,60,LA16315,122,"Doña Ana, NM"
Beta-81918,620,60,LA26788,135,"Doña Ana, NM"
Beta-72445,590,60,LA2865,136,"Doña Ana, NM"
Beta-76399,580,60,LA2865,136,"Doña Ana, NM"
Beta-24485,2780,60,LA55868,139,"Doña Ana, NM"
Beta-24486,3090,60,LA55868,139,"Doña Ana, NM"
Beta-24487,1790,60,LA55868,139,"Doña Ana, NM"
Beta-24489,3030,60,LA55870,140,"Doña Ana, NM"
Beta-32095,340,60,LA72861,143,"Doña Ana, NM"
Beta-81905,1360,60,LA73942,144,"Doña Ana, NM"
Beta-81907,1190,60,LA73942,144,"Doña Ana, NM"
Beta-84961,1090,60,LA73942,144,"Doña Ana, NM"
Beta-84963,1270,60,LA73942,144,"Doña Ana, NM"
Beta-80967,1350,60,LA86774,147,"Doña Ana, NM"
Beta-80961,2080,60,LA86780,148,"Doña Ana, NM"
Beta-80962,4210,60,LA86780,148,"Doña Ana, NM"
Beta-80964,4200,60,LA86780,148,"Doña Ana, NM"
Beta-80965,2270,60,LA86780,148,"Doña Ana, NM"
Beta-72440,1200,60,LA16315,122,"Doña Ana, NM"
Beta-72443,1110,60,LA16315,122,"Doña Ana, NM"
Beta-72444,1050,60,LA16315,122,"Doña Ana, NM"
Beta-81921,870,60,LA26788,135,"Doña Ana, NM"
Beta-72441,1010,70,LA16315,122,"Doña Ana, NM"
Beta-81912,790,70,LA26784,134,"Doña Ana, NM"
Beta-81915,770,70,LA26788,135,"Doña Ana, NM"
Beta-76397,560,70,LA2865,136,"Doña Ana, NM"
Beta-76398,770,70,LA2865,136,"Doña Ana, NM"
A-4505,810,70,LA5531,138,"Doña Ana, NM"
Beta-81904,1300,70,LA73942,144,"Doña Ana, NM"
Beta-84962,1270,70,LA73942,144,"Doña Ana, NM"
Beta-33572,1340,70,LA79550,145,"Doña Ana, NM"
Beta-80966,1390,70,LA86774,147,"Doña Ana, NM"
Beta-80969,2040,70,LA86774,147,"Doña Ana, NM"
Beta-76387,1410,70,LA97088,149,"Doña Ana, NM"
Beta-81916,560,80,LA26788,135,"Doña Ana, NM"
UCR-2420,2560,80,LA5529,137,"Doña Ana, NM"
UCR-2422,1600,80,LA5529,137,"Doña Ana, NM"
A-4366,850,80,LA5531,138,"Doña Ana, NM"
A-4563,1490,80,LA5531,138,"Doña Ana, NM"
Beta-20949,1480,90,LA854,146,"Doña Ana, NM"
Beta-76400,690,90,LA2865,136,"Doña Ana, NM"
Beta-76401,710,90,LA2865,136,"Doña Ana, NM"
UCR-2421,1495,90,LA5529,137,"Doña Ana, NM"
UCR-2423,1260,90,LA5529,137,"Doña Ana, NM"
UCR-2424,1140,90,LA5529,137,"Doña Ana, NM"
UCR-2425,460,100,LA5529,137,"Doña Ana, NM"
UCR-2120,600,100,LA5531,138,"Doña Ana, NM"
Beta-84960,1140,110,LA73942,144,"Doña Ana, NM"
Beta-76389,1200,130,LA97088,149,"Doña Ana, NM"
Beta-76388,1310,150,LA97088,149,"Doña Ana, NM"
A-4561,3669,170,LA5531,138,"Doña Ana, NM"
A-4562,860,170,LA5531,138,"Doña Ana, NM"
UCR-2121,960,200,LA5531,138,"Doña Ana, NM"
Beta-183748,650,40,LA12587,1556,"Los Alamos, NM"
Beta-183760,860,40,LA86534,1557,"Los Alamos, NM"
Beta-183761,730,40,LA86534,1557,"Los Alamos, NM"
Beta-183747,870,70,LA12587,1556,"Los Alamos, NM"
Beta-178781,150,30,LA71167,932,"Lincoln, NM"
Beta-195964,1250,40,LA116531,921,"Lincoln, NM"
Beta-285538,1140,40,LA120972,922,"Lincoln, NM"
Beta-285539,1090,40,LA120972,922,"Lincoln, NM"
Beta-285540,1150,40,LA120973,923,"Lincoln, NM"
Beta-285541,1120,40,LA120973,923,"Lincoln, NM"
Beta-285542,1170,40,LA120973,923,"Lincoln, NM"
Beta-285543,1080,40,LA120973,923,"Lincoln, NM"
Beta-285544,1020,40,LA120973,923,"Lincoln, NM"
Beta-285546,1040,40,LA120973,923,"Lincoln, NM"
Beta-285547,1110,40,LA120973,923,"Lincoln, NM"
Beta-285548,1140,40,LA120973,923,"Lincoln, NM"
Beta-285549,1190,40,LA120973,923,"Lincoln, NM"
Beta-285550,1160,40,LA120973,923,"Lincoln, NM"
Beta-285551,1160,40,LA120973,923,"Lincoln, NM"
Beta-285552,190,40,LA120973,923,"Lincoln, NM"
Beta-285553,1160,40,LA120973,923,"Lincoln, NM"
Beta-285554,2130,40,LA120973,923,"Lincoln, NM"
Beta-285555,1500,40,LA120973,923,"Lincoln, NM"
Beta-285556,1200,40,LA120973,923,"Lincoln, NM"
Beta-285557,1080,40,LA120973,923,"Lincoln, NM"
Beta-285558,1250,40,LA120973,923,"Lincoln, NM"
Beta-285559,1180,40,LA120973,923,"Lincoln, NM"
Beta-285560,1150,40,LA120973,923,"Lincoln, NM"
Beta-285561,1180,40,LA120973,923,"Lincoln, NM"
Beta-285562,1140,40,LA120973,923,"Lincoln, NM"
Beta-295545,1780,40,LA120973,923,"Lincoln, NM"
Beta-177789,1620,40,LA129573,924,"Lincoln, NM"
Beta-177791,1590,40,LA129573,924,"Lincoln, NM"
Beta-177794,1590,40,LA129573,924,"Lincoln, NM"
Beta-177795,1610,40,LA129573,924,"Lincoln, NM"
Beta-193078,1750,40,LA129573,924,"Lincoln, NM"
Beta-193079,1570,40,LA129573,924,"Lincoln, NM"
Beta-193083,1480,40,LA129573,924,"Lincoln, NM"
Beta-193085,1630,40,LA129573,924,"Lincoln, NM"
Beta-285533,3160,40,LA130331,925,"Lincoln, NM"
Beta-285534,3100,40,LA130331,925,"Lincoln, NM"
Beta-285535,3130,40,LA130331,925,"Lincoln, NM"
Beta-285536,3030,40,LA130331,925,"Lincoln, NM"
Beta-193665,960,40,LA138800,926,"Lincoln, NM"
Beta-193056,1590,40,LA139419,927,"Lincoln, NM"
Beta-193063,1470,40,LA139419,927,"Lincoln, NM"
Beta-193050,1570,40,LA139420,928,"Lincoln, NM"
Beta-193065,1620,40,LA139420,928,"Lincoln, NM"
Beta-193074,2150,40,LA139944,929,"Lincoln, NM"
Beta-177799,2040,40,LA5377,930,"Lincoln, NM"
Beta-177800,1940,40,LA5377,930,"Lincoln, NM"
Beta-177801,1980,40,LA5377,930,"Lincoln, NM"
Beta-177803,2000,40,LA5377,930,"Lincoln, NM"
Beta-177804,2020,40,LA5377,930,"Lincoln, NM"
Beta-178780,720,40,LA71167,932,"Lincoln, NM"
Beta-178782,2540,40,LA71167,932,"Lincoln, NM"
Beta-178784,1870,40,LA71167,932,"Lincoln, NM"
Beta-178785,1650,40,LA71167,932,"Lincoln, NM"
Beta-178786,2200,40,LA71167,932,"Lincoln, NM"
Beta-178787,570,40,LA71167,932,"Lincoln, NM"
Beta-178788,1390,40,LA71167,932,"Lincoln, NM"
Beta-178790,2600,40,LA71167,932,"Lincoln, NM"
Beta-178791,2610,40,LA71167,932,"Lincoln, NM"
Beta-178792,1470,40,LA71167,932,"Lincoln, NM"
Beta-285537,1140,40,LA120972,922,"Lincoln, NM"
Beta-193044,1590,50,LA139419,927,"Lincoln, NM"
Beta-193057,1460,50,LA139419,927,"Lincoln, NM"
Beta-193058,1440,50,LA139419,927,"Lincoln, NM"
Beta-193051,1690,50,LA139420,928,"Lincoln, NM"
Beta-193069,1510,50,LA139420,928,"Lincoln, NM"
Beta-45653,870,50,LA71167,932,"Lincoln, NM"
Beta-177786,1170,50,LA116531,921,"Lincoln, NM"
Beta-177787,1290,50,LA116531,921,"Lincoln, NM"
Beta-64850,1200,60,LA101321,920,"Lincoln, NM"
Beta-177784,1300,60,LA116531,921,"Lincoln, NM"
Beta-177788,1070,60,LA116531,921,"Lincoln, NM"
Beta-177790,1560,60,LA129573,924,"Lincoln, NM"
Beta-193080,1690,60,LA129573,924,"Lincoln, NM"
Beta-193081,1830,60,LA129573,924,"Lincoln, NM"
Beta-193082,1740,60,LA129573,924,"Lincoln, NM"
Beta-193045,1300,60,LA139419,927,"Lincoln, NM"
Beta-193054,1500,60,LA139419,927,"Lincoln, NM"
Beta-193059,1570,60,LA139419,927,"Lincoln, NM"
Beta-193061,1420,60,LA139419,927,"Lincoln, NM"
Beta-193062,1560,60,LA139419,927,"Lincoln, NM"
Beta-193046,1600,60,LA139420,928,"Lincoln, NM"
Beta-193049,1550,60,LA139420,928,"Lincoln, NM"
Beta-193052,1460,60,LA139420,928,"Lincoln, NM"
Beta-193053,1440,60,LA139420,928,"Lincoln, NM"
Beta-193066,1570,60,LA139420,928,"Lincoln, NM"
Beta-193067,1440,60,LA139420,928,"Lincoln, NM"
Beta-193068,1660,60,LA139420,928,"Lincoln, NM"
Beta-193071,2020,60,LA139944,929,"Lincoln, NM"
Beta-193073,2080,60,LA139944,929,"Lincoln, NM"
Beta-193075,2040,60,LA139944,929,"Lincoln, NM"
Beta-193076,2080,60,LA139944,929,"Lincoln, NM"
Beta-193077,1980,60,LA139944,929,"Lincoln, NM"
Beta-177798,2100,60,LA5377,930,"Lincoln, NM"
Beta-177802,1950,60,LA5377,930,"Lincoln, NM"
Beta-45648,1980,60,LA58971,931,"Lincoln, NM"
Beta-178779,280,60,LA71167,932,"Lincoln, NM"
Beta-45652,800,60,LA71167,932,"Lincoln, NM"
Beta-177785,1070,60,LA116531,921,"Lincoln, NM"
Beta-193662,1220,60,LA138800,926,"Lincoln, NM"
Beta-193663,780,60,LA138800,926,"Lincoln, NM"
Beta-177793,1710,70,LA129573,924,"Lincoln, NM"
Beta-193084,1750,70,LA129573,924,"Lincoln, NM"
Beta-193664,1830,70,LA138800,926,"Lincoln, NM"
Beta-177797,1930,70,LA5377,930,"Lincoln, NM"
Beta-45649,1780,70,LA58971,931,"Lincoln, NM"
Beta-51546,1730,70,LA58971,931,"Lincoln, NM"
Beta-45651,540,70,LA71167,932,"Lincoln, NM"
Beta-193055,1510,80,LA139419,927,"Lincoln, NM"
Beta-45645,1640,80,LA58971,931,"Lincoln, NM"
Beta-45646,1690,80,LA58971,931,"Lincoln, NM"
Beta-45650,1960,80,LA58971,931,"Lincoln, NM"
Beta-193661,1400,90,LA138800,926,"Lincoln, NM"
Beta-193072,2200,90,LA139944,929,"Lincoln, NM"
Beta-45647,1830,90,LA58971,931,"Lincoln, NM"
Beta-177792,1800,100,LA129573,924,"Lincoln, NM"
Beta-193060,1370,100,LA139419,927,"Lincoln, NM"
Beta-178783,1820,100,LA71167,932,"Lincoln, NM"
Beta-144344,1201,40,LA126619,1000,"Socorro, NM"
Beta-144345,310,40,LA126619,1000,"Socorro, NM"
Beta-144346,930,40,LA126619,1000,"Socorro, NM"
Beta-144347,1330,40,LA126619,1000,"Socorro, NM"
Beta-144348,850,40,LA126619,1000,"Socorro, NM"
Beta-149344,930,40,LA126619,1000,"Socorro, NM"
Beta-149345,1330,40,LA126619,1000,"Socorro, NM"
Beta-149346,850,40,LA126619,1000,"Socorro, NM"
Beta-149348,1100,40,LA126619,1000,"Socorro, NM"
Beta-149349,1270,40,LA126619,1000,"Socorro, NM"
Beta-149350,1270,40,LA126619,1000,"Socorro, NM"
Beta-149342,1210,40,LA67451,1001,"Socorro, NM"
Beta-149343,310,40,LA67451,1001,"Socorro, NM"
Beta-144350,1180,50,LA126619,1000,"Socorro, NM"
Beta-149347,1180,50,LA126619,1000,"Socorro, NM"
Beta-74840,1510,70,LA106535,999,"Socorro, NM"
Beta-74839,2220,120,LA106535,999,"Socorro, NM"
Beta-88036,4290,40,5AA952,2126,"Archuleta, CO"
Beta-88037,4290,49,5AA952,2126,"Archuleta, CO"
Beta-78365,3920,60,5AA952,2126,"Archuleta, CO"
Beta-88035,3890,70,5AA952,2126,"Archuleta, CO"
Beta-164333,2270,40,LA104106,1472,"McKinley, NM"
Beta-164337,1980,40,LA104106,1472,"McKinley, NM"
Beta-164340,2190,40,LA104106,1472,"McKinley, NM"
Beta-164342,2280,40,LA104106,1472,"McKinley, NM"
Beta-123605,2070,40,LA115327,1474,"McKinley, NM"
Beta-140564,1250,40,LA129241,1476,"McKinley, NM"
Beta-140569,1120,40,LA129241,1476,"McKinley, NM"
Beta-143799,3320,40,LA129241,1476,"McKinley, NM"
Beta-143803,1200,40,LA129241,1476,"McKinley, NM"
Beta-164322,2610,40,LA32964,1480,"McKinley, NM"
Beta-164324,2350,40,LA32964,1480,"McKinley, NM"
Beta-164325,2430,40,LA32964,1480,"McKinley, NM"
Beta-164326,2450,40,LA32964,1480,"McKinley, NM"
Beta-164327,2580,40,LA32964,1480,"McKinley, NM"
Beta-164328,2490,40,LA32964,1480,"McKinley, NM"
Beta-164330,2470,40,LA32964,1480,"McKinley, NM"
Beta-164331,2420,40,LA32964,1480,"McKinley, NM"
Beta-164332,2490,40,LA32964,1480,"McKinley, NM"
Beta-136529,870,40,LA48695,1481,"McKinley, NM"
Beta-138516,2960,40,LA48695,1481,"McKinley, NM"
Beta-138517,4110,40,LA48695,1481,"McKinley, NM"
UCR-2726,2240,40,LA6444,1483,"McKinley, NM"
UCR-2732,2370,40,LA6444,1483,"McKinley, NM"
UCR-2802,2290,40,LA6444,1483,"McKinley, NM"
UCR-2734,2100,40,LA6448,1484,"McKinley, NM"
UCR-2736,2070,40,LA6448,1484,"McKinley, NM"
UCR-2737,2160,40,LA6448,1484,"McKinley, NM"
UCR-2746,2180,40,LA6448,1484,"McKinley, NM"
UCR-2675,3380,40,LA80434,1489,"McKinley, NM"
UCR-2786,3430,40,LA80434,1489,"McKinley, NM"
UCR-2790,7290,40,LA80434,1489,"McKinley, NM"
UCR-2711,2480,40,LA6444,1483,"McKinley, NM"
UCR-2712,2130,40,LA6444,1483,"McKinley, NM"
UCR-2713,2260,40,LA6444,1483,"McKinley, NM"
UCR-2714,2190,40,LA6444,1483,"McKinley, NM"
UCR-2720,2250,40,LA6444,1483,"McKinley, NM"
UCR-2721,2660,40,LA6444,1483,"McKinley, NM"
UCR-2727,2400,40,LA6444,1483,"McKinley, NM"
UCR-2722,2190,40,LA6448,1484,"McKinley, NM"
UCI-348,4500,40,LA80392,1485,"McKinley, NM"
UCR-2812,2840,40,LA80393,1486,"McKinley, NM"
UCR-2813,3390,40,LA80393,1486,"McKinley, NM"
UCR-2815,3070,40,LA80393,1486,"McKinley, NM"
UCR-2670,2070,40,LA80419,1488,"McKinley, NM"
UCR-2672,2080,40,LA80419,1488,"McKinley, NM"
UCR-2673,1870,40,LA80419,1488,"McKinley, NM"
UCR-2702,2190,40,LA80419,1488,"McKinley, NM"
UCR-2793,2120,40,LA80419,1488,"McKinley, NM"
UCR-2671,1540,40,LA80434,1489,"McKinley, NM"
UCR-2674,640,40,LA80434,1489,"McKinley, NM"
UCR-2676,1300,40,LA80434,1489,"McKinley, NM"
UCR-2708,1010,40,LA80434,1489,"McKinley, NM"
UCR-2718,1380,40,LA80434,1489,"McKinley, NM"
Beta-164344,1510,40,LA104106,1472,"McKinley, NM"
Beta-164345,1550,40,LA104106,1472,"McKinley, NM"
Beta-164336,240,50,LA104106,1472,"McKinley, NM"
Beta-164339,350,50,LA104106,1472,"McKinley, NM"
Beta-143800,5310,50,LA129241,1476,"McKinley, NM"
Beta-143801,2680,50,LA129241,1476,"McKinley, NM"
Beta-143802,880,50,LA129241,1476,"McKinley, NM"
Beta-121229,1320,50,LA26308,1478,"McKinley, NM"
Beta-164321,2310,50,LA32964,1480,"McKinley, NM"
Beta-121233,880,50,LA49838,1482,"McKinley, NM"
UCR-2801,2510,50,LA6444,1483,"McKinley, NM"
Beta-47360,2090,50,LA80397,1487,"McKinley, NM"
Beta-47361,2170,50,LA80397,1487,"McKinley, NM"
UCI-295,3820,50,LA80397,1487,"McKinley, NM"
UCR-2709,4090,50,LA80397,1487,"McKinley, NM"
UCR-2706,2070,50,LA80434,1489,"McKinley, NM"
UCR-2754,2420,50,LA80434,1489,"McKinley, NM"
UCR-2765,7680,50,LA80434,1489,"McKinley, NM"
UCR-2814,2560,50,LA80393,1486,"McKinley, NM"
UCR-2685,3280,50,LA80397,1487,"McKinley, NM"
UCR-2705,2070,50,LA80419,1488,"McKinley, NM"
UCR-2707,2180,50,LA80434,1489,"McKinley, NM"
UCI-349,4630,50,LA80392,1485,"McKinley, NM"
UCI-350,4370,50,LA80392,1485,"McKinley, NM"
Beta-164334,320,60,LA104106,1472,"McKinley, NM"
Beta-164343,1420,60,LA104106,1472,"McKinley, NM"
Beta-121238,2190,60,LA115330,1475,"McKinley, NM"
Beta-121239,1750,60,LA115330,1475,"McKinley, NM"
Beta-121240,2190,60,LA115330,1475,"McKinley, NM"
Beta-121241,2070,60,LA115330,1475,"McKinley, NM"
Beta-121242,2210,60,LA115330,1475,"McKinley, NM"
Beta-121226,2090,60,LA26306,1477,"McKinley, NM"
Beta-121228,970,60,LA26308,1478,"McKinley, NM"
UCI-300,2579,60,LA6444,1483,"McKinley, NM"
UCR-10544,2160,60,LA6448,1484,"McKinley, NM"
UCR-2745,2230,60,LA6448,1484,"McKinley, NM"
UCR-2686,3940,60,LA80397,1487,"McKinley, NM"
UCR-2769,2150,60,LA80434,1489,"McKinley, NM"
UCR-2684,3680,60,LA80397,1487,"McKinley, NM"
UCI-367,2290,60,LA80434,1489,"McKinley, NM"
UCI-368,2290,60,LA80434,1489,"McKinley, NM"
Beta-164335,340,70,LA104106,1472,"McKinley, NM"
Beta-121236,1170,70,LA115323,1473,"McKinley, NM"
Beta-121224,1990,70,LA26306,1477,"McKinley, NM"
Beta-121227,1940,70,LA26306,1477,"McKinley, NM"
Beta-121232,2280,70,LA49838,1482,"McKinley, NM"
UCR-2731,2110,70,LA6448,1484,"McKinley, NM"
UCR-2735,2210,70,LA6448,1484,"McKinley, NM"
UCR-2682,1550,70,LA80419,1488,"McKinley, NM"
UCR-2792,3710,70,LA80434,1489,"McKinley, NM"
Beta-164341,1250,80,LA104106,1472,"McKinley, NM"
Beta-121223,2230,80,LA26306,1477,"McKinley, NM"
Beta-121230,2350,80,LA26319,1479,"McKinley, NM"
Beta-164329,2690,80,LA32964,1480,"McKinley, NM"
Beta-50797,2740,80,LA6444,1483,"McKinley, NM"
Beta-49141,4220,80,LA80397,1487,"McKinley, NM"
UCR-2687,4180,80,LA80397,1487,"McKinley, NM"
UCR-2701,1990,80,LA80419,1488,"McKinley, NM"
UCR-2703,1950,80,LA80419,1488,"McKinley, NM"
UCR-2704,2050,80,LA80419,1488,"McKinley, NM"
Beta-121235,3130,90,LA115323,1473,"McKinley, NM"
Beta-121237,2450,90,LA115327,1474,"McKinley, NM"
Beta-121225,1700,90,LA26306,1477,"McKinley, NM"
Beta-50796,2180,100,LA6444,1483,"McKinley, NM"
Beta-121222,1920,120,LA26306,1477,"McKinley, NM"
Beta-121234,1990,140,LA49838,1482,"McKinley, NM"
Beta-170391,3020,40,LA111333,1457,"Santa Fe, NM"
Beta-142609,3150,40,LA127578,1458,"Santa Fe, NM"
Beta-255172,660,40,LA156207,1460,"Santa Fe, NM"
Beta-265661,840,40,LA156207,1460,"Santa Fe, NM"
Beta-132610,4540,40,LA61286,1462,"Santa Fe, NM"
Beta-132613,3830,40,LA61286,1462,"Santa Fe, NM"
Beta-132621,4090,40,LA61286,1462,"Santa Fe, NM"
Beta-132626,1720,40,LA61286,1462,"Santa Fe, NM"
Beta-143392,3910,40,LA61286,1462,"Santa Fe, NM"
Beta-143393,5630,40,LA61286,1462,"Santa Fe, NM"
Beta-143397,4450,40,LA61286,1462,"Santa Fe, NM"
Beta-143400,3730,40,LA61286,1462,"Santa Fe, NM"
Beta-143405,3820,40,LA61286,1462,"Santa Fe, NM"
Beta-81971,920,40,LA86150,1464,"Santa Fe, NM"
Beta-132615,1920,50,LA61286,1462,"Santa Fe, NM"
Beta-132616,3190,50,LA61286,1462,"Santa Fe, NM"
Beta-132617,850,50,LA61286,1462,"Santa Fe, NM"
Beta-132619,5640,50,LA61286,1462,"Santa Fe, NM"
Beta-143396,910,50,LA61286,1462,"Santa Fe, NM"
Beta-143404,3300,50,LA61286,1462,"Santa Fe, NM"
Beta-85899,510,50,LA103919,1456,"Santa Fe, NM"
Beta-82887,1040,60,LA101412,1455,"Santa Fe, NM"
Beta-82888,730,60,LA101412,1455,"Santa Fe, NM"
Beta-132611,560,60,LA61286,1462,"Santa Fe, NM"
Beta-132622,1680,60,LA61286,1462,"Santa Fe, NM"
Beta-132625,1980,60,LA61286,1462,"Santa Fe, NM"
Beta-143395,1100,60,LA61286,1462,"Santa Fe, NM"
Beta-143399,820,60,LA61286,1462,"Santa Fe, NM"
Beta-81973,1020,60,LA86150,1464,"Santa Fe, NM"
Beta-81972,870,60,LA86159,1465,"Santa Fe, NM"
Tx-1994,1550,60,X29SF2,1558,"Santa Fe, NM"
Beta-186675,2580,70,LA139021,1459,"Santa Fe, NM"
Beta-23854,2490,70,LA51912,1461,"Santa Fe, NM"
Beta-132614,3660,70,LA61286,1462,"Santa Fe, NM"
Beta-132618,4020,70,LA61286,1462,"Santa Fe, NM"
Beta-132624,2150,70,LA61286,1462,"Santa Fe, NM"
Beta-143394,4290,70,LA61286,1462,"Santa Fe, NM"
Beta-143401,3570,70,LA61286,1462,"Santa Fe, NM"
Beta-143402,3870,70,LA61286,1462,"Santa Fe, NM"
Beta-143403,520,70,LA61286,1462,"Santa Fe, NM"
Beta-56746,2600,70,LA65006,1463,"Santa Fe, NM"
Beta-56749,2690,70,LA65006,1463,"Santa Fe, NM"
Beta-56751,2820,70,LA65006,1463,"Santa Fe, NM"
Beta-56754,2720,70,LA65006,1463,"Santa Fe, NM"
Beta-132609,3660,80,LA61286,1462,"Santa Fe, NM"
Beta-132620,4350,80,LA61286,1462,"Santa Fe, NM"
Beta-132623,4090,80,LA61286,1462,"Santa Fe, NM"
Beta-143390,2240,80,LA61286,1462,"Santa Fe, NM"
Beta-56750,3080,80,LA65006,1463,"Santa Fe, NM"
Beta-56753,2850,80,LA65006,1463,"Santa Fe, NM"
Beta-142608,2840,90,LA127578,1458,"Santa Fe, NM"
Beta-56748,2970,90,LA65006,1463,"Santa Fe, NM"
Beta-56752,2680,90,LA65006,1463,"Santa Fe, NM"
Tx-1993,2510,90,X29SF2,1558,"Santa Fe, NM"
Beta-132608,4650,100,LA61286,1462,"Santa Fe, NM"
Beta-170390,2160,110,LA111333,1457,"Santa Fe, NM"
Beta-56755,2920,110,LA65006,1463,"Santa Fe, NM"
Beta-143391,3820,120,LA61286,1462,"Santa Fe, NM"
Beta-56747,950,160,LA65006,1463,"Santa Fe, NM"
Beta-143398,5450,200,LA61286,1462,"Santa Fe, NM"
PRI-51661,940,24,LA183581,538,"Otero, NM"
AA-89948&89949,3580,29,LA10101,516,"Otero, NM"
ICA-16C/0949,880,30,LA186210,539,"Otero, NM"
ICA-16C/0945,1630,30,LA186221,540,"Otero, NM"
ICA-16C/0947,1780,30,LA186222,541,"Otero, NM"
ICA-16C/0946,1680,30,LA186226,542,"Otero, NM"
ICA-16C/0948,1620,30,LA186227,543,"Otero, NM"
ICA-16C/0941,1240,30,LA55129,545,"Otero, NM"
ICA-16C/0940,530,30,LA63658,547,"Otero, NM"
ICA-16C/0942,880,30,LA63664,548,"Otero, NM"
ICA-16C/0943,740,30,LA63665,549,"Otero, NM"
ICA-16C/0944,3440,30,LA63780,550,"Otero, NM"
Beta-149378,3070,40,LA114103,521,"Otero, NM"
Beta-84070,180,40,LA107928,519,"Otero, NM"
Beta-167055,2700,40,LA110339,520,"Otero, NM"
Beta-149351,1780,40,LA114103,521,"Otero, NM"
Beta-149380,2960,40,LA114103,521,"Otero, NM"
Beta-164062,3070,40,LA114103,521,"Otero, NM"
Beta-164063,3050,40,LA114103,521,"Otero, NM"
Beta-164067,3210,40,LA114103,521,"Otero, NM"
Beta-164070,3140,40,LA114103,521,"Otero, NM"
Beta-164071,3020,40,LA114103,521,"Otero, NM"
Beta-164072,3000,40,LA114103,521,"Otero, NM"
Beta-164078,3140,40,LA114103,521,"Otero, NM"
Beta-172104,2840,40,LA114103,521,"Otero, NM"
Beta-172105,1810,40,LA114103,521,"Otero, NM"
Beta-172106,2890,40,LA114103,521,"Otero, NM"
Beta-172110,2900,40,LA114103,521,"Otero, NM"
Beta-206296,1230,40,LA119530,523,"Otero, NM"
Beta-206298,990,40,LA119530,523,"Otero, NM"
Beta-206299,1230,40,LA119530,523,"Otero, NM"
Beta-206303,720,40,LA119530,523,"Otero, NM"
Beta-206304,1550,40,LA119530,523,"Otero, NM"
Beta-206305,1510,40,LA119530,523,"Otero, NM"
Beta-206306,1080,40,LA119530,523,"Otero, NM"
Beta-206307,1360,40,LA119530,523,"Otero, NM"
Beta-206310,1230,40,LA119530,523,"Otero, NM"
Beta-206311,2240,40,LA119530,523,"Otero, NM"
Beta-206312,1020,40,LA119530,523,"Otero, NM"
Beta-206313,2300,40,LA119530,523,"Otero, NM"
Beta-206318,2150,40,LA119530,523,"Otero, NM"
Beta-223370,1050,40,LA119530,523,"Otero, NM"
Beta-223371,930,40,LA119530,523,"Otero, NM"
Beta-223372,990,40,LA119530,523,"Otero, NM"
Beta-223373,980,40,LA119530,523,"Otero, NM"
Beta-223374,800,40,LA119530,523,"Otero, NM"
Beta-228908,1000,40,LA119530,523,"Otero, NM"
Beta-228910,490,40,LA119530,523,"Otero, NM"
Beta-161796,3010,40,LA128699,525,"Otero, NM"
Beta-161802,1650,40,LA128699,525,"Otero, NM"
Beta-161803,1490,40,LA128699,525,"Otero, NM"
Beta-161804,1550,40,LA128699,525,"Otero, NM"
Beta-161806,3660,40,LA128699,525,"Otero, NM"
Beta-161807,3490,40,LA128699,525,"Otero, NM"
Beta-161810,3720,40,LA128699,525,"Otero, NM"
Beta-161814,3490,40,LA128699,525,"Otero, NM"
Beta-161823,1790,40,LA128700,526,"Otero, NM"
Beta-161831,1960,40,LA128708,527,"Otero, NM"
Beta-282019,3910,40,LA165799,528,"Otero, NM"
Beta-282022,1550,40,LA165803,531,"Otero, NM"
Beta-285946,1720,40,LA165807,534,"Otero, NM"
Beta-283717,770,40,LA165811,536,"Otero, NM"
Beta-156939,810,40,LA6829,555,"Otero, NM"
